,killed_by,killer_name,killer_placement,killer_position_x,killer_position_y,map,match_id,time,victim_name,victim_placement,victim_position_x,victim_position_y
3646,Bluezone,,,,,MIRAMAR,2U4GBNA0Yml0XDizIVK4IxDWB75tIG-FBMzmyEP_fBUj1UAIBJN9VCG7X49NaJ0W,834,Raziel2356,16.0,0.0,0.0
3647,SCAR-L,lIZE896,14.0,382734.5,444405.8,MIRAMAR,2U4GBNA0Yml0XDizIVK4IxDWB75tIG-FBMzmyEP_fBUj1UAIBJN9VCG7X49NaJ0W,731,Pxljunky,15.0,382091.9,445587.9
3648,Down and Out,Aktorius1,1.0,84454.3,720911.8,MIRAMAR,2U4GBNA0Yml0XDizIVK4IxDWB75tIG-FBMzmyEP_fBUj1UAIBJN9VCG7X49NaJ0W,327,xXH0UST0NXx,22.0,85222.45,721892.4
3649,UMP9,AIEAIR,20.0,182603.9,293371.4,MIRAMAR,2U4GBNA0Yml0XDizIVK4IxDWB75tIG-FBMzmyEP_fBUj1UAIBJN9VCG7X49NaJ0W,315,FilthyApe1,,181505.2,297834.4
3650,Down and Out,MikeyBmtl,1.0,183140.4,293249.6,MIRAMAR,2U4GBNA0Yml0XDizIVK4IxDWB75tIG-FBMzmyEP_fBUj1UAIBJN9VCG7X49NaJ0W,379,tabanouch,,183054.1,293292.5
3651,M16A4,saminski99,1.0,86108.01,721907.9,MIRAMAR,2U4GBNA0Yml0XDizIVK4IxDWB75tIG-FBMzmyEP_fBUj1UAIBJN9VCG7X49NaJ0W,327,MashedTaters09,22.0,84707.1,721770.1
3652,Down and Out,HotNoods,2.0,297659.6,590215.3,MIRAMAR,2U4GBNA0Yml0XDizIVK4IxDWB75tIG-FBMzmyEP_fBUj1UAIBJN9VCG7X49NaJ0W,1729,Rywito,,281009.0,591332.2
3653,P92,DaveSensei,1.0,87300.63,721611.8,MIRAMAR,2U4GBNA0Yml0XDizIVK4IxDWB75tIG-FBMzmyEP_fBUj1UAIBJN9VCG7X49NaJ0W,177,Magikretz,22.0,87146.2,721408.9
3654,P1911,DaveSensei,1.0,86241.9,721155.7,MIRAMAR,2U4GBNA0Yml0XDizIVK4IxDWB75tIG-FBMzmyEP_fBUj1UAIBJN9VCG7X49NaJ0W,157,scourge22,22.0,86363.2,721511.6
3655,Win94,mwahhhh,22.0,343512.5,273611.6,MIRAMAR,2U4GBNA0Yml0XDizIVK4IxDWB75tIG-FBMzmyEP_fBUj1UAIBJN9VCG7X49NaJ0W,120,DaShredder,16.0,343217.5,273115.2
3656,M416,weilaoban666,14.0,382932.5,443278.6,MIRAMAR,2U4GBNA0Yml0XDizIVK4IxDWB75tIG-FBMzmyEP_fBUj1UAIBJN9VCG7X49NaJ0W,735,RoundedReaper,15.0,384295.7,443459.0
3657,Down and Out,Raziel2356,16.0,378828.7,285005.3,MIRAMAR,2U4GBNA0Yml0XDizIVK4IxDWB75tIG-FBMzmyEP_fBUj1UAIBJN9VCG7X49NaJ0W,424,Peppy3,16.0,378667.3,284940.5
3658,Mini 14,xXH0UST0NXx,22.0,84633.28,721777.4,MIRAMAR,2U4GBNA0Yml0XDizIVK4IxDWB75tIG-FBMzmyEP_fBUj1UAIBJN9VCG7X49NaJ0W,233,M3skis,,84114.8,721703.5
3659,UMP9,V-777-777,17.0,263215.7,121064.0,MIRAMAR,2U4GBNA0Yml0XDizIVK4IxDWB75tIG-FBMzmyEP_fBUj1UAIBJN9VCG7X49NaJ0W,383,DreXII,13.0,263109.5,121347.7
3660,Down and Out,HuYa-Jun-Hao,9.0,314228.7,516771.6,MIRAMAR,2U4GBNA0Yml0XDizIVK4IxDWB75tIG-FBMzmyEP_fBUj1UAIBJN9VCG7X49NaJ0W,1075,Against-Gravity,10.0,313323.1,518569.2
3661,Down and Out,HuYa-Jun-Hao,9.0,311218.9,518587.2,MIRAMAR,2U4GBNA0Yml0XDizIVK4IxDWB75tIG-FBMzmyEP_fBUj1UAIBJN9VCG7X49NaJ0W,1075,DetectiveJohnson,10.0,314510.4,518782.6
3662,M416,weilaoban666,14.0,382466.2,443535.9,MIRAMAR,2U4GBNA0Yml0XDizIVK4IxDWB75tIG-FBMzmyEP_fBUj1UAIBJN9VCG7X49NaJ0W,678,Keshvar,15.0,383623.1,443320.2
3663,SKS,NotobdienT,8.0,322614.3,525392.2,MIRAMAR,2U4GBNA0Yml0XDizIVK4IxDWB75tIG-FBMzmyEP_fBUj1UAIBJN9VCG7X49NaJ0W,1075,RandoPandoWando,10.0,313699.4,516623.9
3664,Grenade,Aktorius1,1.0,84964.27,721692.4,MIRAMAR,2U4GBNA0Yml0XDizIVK4IxDWB75tIG-FBMzmyEP_fBUj1UAIBJN9VCG7X49NaJ0W,367,Aktorius1,,84964.27,721692.4
3665,R45,Thunder_Bird,11.0,439037.3,280254.1,MIRAMAR,2U4GBNA0Yml0XDizIVK4IxDWB75tIG-FBMzmyEP_fBUj1UAIBJN9VCG7X49NaJ0W,114,iSlyMcVay,26.0,438724.3,280886.9
3666,S686,xingxingmemme,22.0,427955.4,187482.3,MIRAMAR,2U4GBNA0Yml0XDizIVK4IxDWB75tIG-FBMzmyEP_fBUj1UAIBJN9VCG7X49NaJ0W,103,DandyHighwayman,15.0,427604.9,186772.1
3667,Bluezone,,,,,MIRAMAR,2U4GBNA0Yml0XDizIVK4IxDWB75tIG-FBMzmyEP_fBUj1UAIBJN9VCG7X49NaJ0W,834,Gigglinsimba,16.0,0.0,0.0
3668,S1897,Against-Gravity,10.0,367808.6,270570.6,MIRAMAR,2U4GBNA0Yml0XDizIVK4IxDWB75tIG-FBMzmyEP_fBUj1UAIBJN9VCG7X49NaJ0W,289,FeverishAc3,22.0,0.0,0.0
3669,Down and Out,SnoopDODubb,23.0,161544.7,581578.7,MIRAMAR,2U4GBNA0Yml0XDizIVK4IxDWB75tIG-FBMzmyEP_fBUj1UAIBJN9VCG7X49NaJ0W,209,inti-fada,23.0,161082.7,581397.8
3670,S686,sky-hy,3.0,513910.8,359440.8,MIRAMAR,2U4GBNA0Yml0XDizIVK4IxDWB75tIG-FBMzmyEP_fBUj1UAIBJN9VCG7X49NaJ0W,464,coloNz0r,,514140.3,359501.7
3671,Down and Out,lsjfjw,2.0,382078.4,440181.5,MIRAMAR,2U4GBNA0Yml0XDizIVK4IxDWB75tIG-FBMzmyEP_fBUj1UAIBJN9VCG7X49NaJ0W,765,wh8844,14.0,384391.9,443676.9
3672,P1911,Outrundeezbunz,24.0,366207.3,289538.9,MIRAMAR,2U4GBNA0Yml0XDizIVK4IxDWB75tIG-FBMzmyEP_fBUj1UAIBJN9VCG7X49NaJ0W,128,Shiyen,16.0,366173.6,289900.7
3673,SCAR-L,SeregaSwag,1.0,262316.9,646997.4,MIRAMAR,2U4GBNA0Yml0XDizIVK4IxDWB75tIG-FBMzmyEP_fBUj1UAIBJN9VCG7X49NaJ0W,1592,Ccc1c2c3c,5.0,268057.2,643545.8
3674,Bluezone,,,,,MIRAMAR,2U4GBNA0Yml0XDizIVK4IxDWB75tIG-FBMzmyEP_fBUj1UAIBJN9VCG7X49NaJ0W,1515,SsF-X,5.0,255945.3,668270.3
3675,M416,Thunder_Bird,11.0,158843.0,599758.1,MIRAMAR,2U4GBNA0Yml0XDizIVK4IxDWB75tIG-FBMzmyEP_fBUj1UAIBJN9VCG7X49NaJ0W,1055,sweetsusan92,5.0,158556.5,599629.8
3676,S12K,kuangqingyi,16.0,360904.2,300041.1,MIRAMAR,2U4GBNA0Yml0XDizIVK4IxDWB75tIG-FBMzmyEP_fBUj1UAIBJN9VCG7X49NaJ0W,359,lizhong,8.0,360846.3,300355.0
3677,Down and Out,,,,,MIRAMAR,2U4GBNA0Yml0XDizIVK4IxDWB75tIG-FBMzmyEP_fBUj1UAIBJN9VCG7X49NaJ0W,749,venus12356321,9.0,429711.6,175267.6
3678,Bluezone,Thunder_Bird,11.0,159768.8,600119.3,MIRAMAR,2U4GBNA0Yml0XDizIVK4IxDWB75tIG-FBMzmyEP_fBUj1UAIBJN9VCG7X49NaJ0W,1059,fury4real,5.0,157427.3,599729.3
3679,M416,SsF-X,5.0,152255.7,598031.0,MIRAMAR,2U4GBNA0Yml0XDizIVK4IxDWB75tIG-FBMzmyEP_fBUj1UAIBJN9VCG7X49NaJ0W,1050,dorenobi,11.0,154092.8,597389.3
3680,UMP9,htthj,17.0,251954.3,131628.6,MIRAMAR,2U4GBNA0Yml0XDizIVK4IxDWB75tIG-FBMzmyEP_fBUj1UAIBJN9VCG7X49NaJ0W,239,Niko_0323,13.0,253646.0,131633.3
3681,death.WeapSawnoff_C,GamerT25,21.0,308030.4,346627.1,MIRAMAR,2U4GBNA0Yml0XDizIVK4IxDWB75tIG-FBMzmyEP_fBUj1UAIBJN9VCG7X49NaJ0W,139,coolest234,8.0,307445.5,346871.4
3682,M16A4,MashedTaters09,22.0,86398.3,721785.7,MIRAMAR,2U4GBNA0Yml0XDizIVK4IxDWB75tIG-FBMzmyEP_fBUj1UAIBJN9VCG7X49NaJ0W,268,DaveSensei,,84788.66,721851.3
3683,M416,HotNoods,2.0,323181.0,523598.6,MIRAMAR,2U4GBNA0Yml0XDizIVK4IxDWB75tIG-FBMzmyEP_fBUj1UAIBJN9VCG7X49NaJ0W,1085,NotobdienT,8.0,323640.2,525432.9
3684,Down and Out,Aktorius1,1.0,84964.27,721692.4,MIRAMAR,2U4GBNA0Yml0XDizIVK4IxDWB75tIG-FBMzmyEP_fBUj1UAIBJN9VCG7X49NaJ0W,369,saminski99,,84795.47,721706.6
3685,Down and Out,,,,,MIRAMAR,2U4GBNA0Yml0XDizIVK4IxDWB75tIG-FBMzmyEP_fBUj1UAIBJN9VCG7X49NaJ0W,871,ataozhenshuai,3.0,409360.4,425708.9
3686,Falling,,,,,MIRAMAR,2U4GBNA0Yml0XDizIVK4IxDWB75tIG-FBMzmyEP_fBUj1UAIBJN9VCG7X49NaJ0W,209,SnoopDODubb,23.0,147936.7,585256.3
3687,SCAR-L,SeregaSwag,1.0,289737.4,589496.6,MIRAMAR,2U4GBNA0Yml0XDizIVK4IxDWB75tIG-FBMzmyEP_fBUj1UAIBJN9VCG7X49NaJ0W,1824,HotNoods,2.0,290500.0,589649.6
3688,M16A4,GamerT25,21.0,308116.7,348814.3,MIRAMAR,2U4GBNA0Yml0XDizIVK4IxDWB75tIG-FBMzmyEP_fBUj1UAIBJN9VCG7X49NaJ0W,152,As_hiu,8.0,308618.9,348741.6
3689,Kar98k,HotNoods,2.0,297659.6,590215.3,MIRAMAR,2U4GBNA0Yml0XDizIVK4IxDWB75tIG-FBMzmyEP_fBUj1UAIBJN9VCG7X49NaJ0W,1690,mwahhhh,22.0,277339.3,597339.3
3690,Micro UZI,jzh990206,2.0,326860.0,349982.1,MIRAMAR,2U4GBNA0Yml0XDizIVK4IxDWB75tIG-FBMzmyEP_fBUj1UAIBJN9VCG7X49NaJ0W,109,LYON12345,25.0,327144.9,350101.5
3691,Micro UZI,lsjfjw,2.0,316180.9,343034.3,MIRAMAR,2U4GBNA0Yml0XDizIVK4IxDWB75tIG-FBMzmyEP_fBUj1UAIBJN9VCG7X49NaJ0W,330,GamerT25,21.0,316634.8,342863.8
3692,Down and Out,Outrundeezbunz,24.0,370174.2,274082.4,MIRAMAR,2U4GBNA0Yml0XDizIVK4IxDWB75tIG-FBMzmyEP_fBUj1UAIBJN9VCG7X49NaJ0W,205,Outrundeezbunz,24.0,370174.2,274082.4
3693,Kar98k,HuYinXia,6.0,280214.5,572302.1,MIRAMAR,2U4GBNA0Yml0XDizIVK4IxDWB75tIG-FBMzmyEP_fBUj1UAIBJN9VCG7X49NaJ0W,1327,lsjfjw,2.0,282047.6,574751.9
3694,M16A4,RandoPandoWando,10.0,368236.9,273348.7,MIRAMAR,2U4GBNA0Yml0XDizIVK4IxDWB75tIG-FBMzmyEP_fBUj1UAIBJN9VCG7X49NaJ0W,274,Samoa2759,22.0,368419.3,273152.3
3695,Down and Out,MikeyBmtl,1.0,177383.9,294472.4,MIRAMAR,2U4GBNA0Yml0XDizIVK4IxDWB75tIG-FBMzmyEP_fBUj1UAIBJN9VCG7X49NaJ0W,270,WENTUN,20.0,180156.8,296877.2
3696,SCAR-L,tabanouch,1.0,181951.3,297882.2,MIRAMAR,2U4GBNA0Yml0XDizIVK4IxDWB75tIG-FBMzmyEP_fBUj1UAIBJN9VCG7X49NaJ0W,358,AIEAIR,20.0,183082.5,293369.8
3697,S686,fury4real,5.0,152547.8,593698.4,MIRAMAR,2U4GBNA0Yml0XDizIVK4IxDWB75tIG-FBMzmyEP_fBUj1UAIBJN9VCG7X49NaJ0W,348,CanhTran,22.0,152371.1,593773.2
3698,Bluezone,,,,,MIRAMAR,2U4GBNA0Yml0XDizIVK4IxDWB75tIG-FBMzmyEP_fBUj1UAIBJN9VCG7X49NaJ0W,1076,SimbaDD,9.0,401782.4,290204.9
3699,S1897,DreXII,13.0,262776.8,131567.8,MIRAMAR,2U4GBNA0Yml0XDizIVK4IxDWB75tIG-FBMzmyEP_fBUj1UAIBJN9VCG7X49NaJ0W,199,Wan-R,17.0,262810.7,131912.5
3700,S1897,RoundedReaper,15.0,435653.4,187015.4,MIRAMAR,2U4GBNA0Yml0XDizIVK4IxDWB75tIG-FBMzmyEP_fBUj1UAIBJN9VCG7X49NaJ0W,110,xingxingmemme,22.0,428364.3,187271.5
3701,Grenade,MikeyBmtl,1.0,183140.4,293249.6,MIRAMAR,2U4GBNA0Yml0XDizIVK4IxDWB75tIG-FBMzmyEP_fBUj1UAIBJN9VCG7X49NaJ0W,377,MikeyBmtl,,183140.4,293249.6
3702,Punch,SnoopDODubb,23.0,158556.5,578170.6,MIRAMAR,2U4GBNA0Yml0XDizIVK4IxDWB75tIG-FBMzmyEP_fBUj1UAIBJN9VCG7X49NaJ0W,160,trolling_logic,23.0,160119.1,578157.1
3703,M416,fury4real,5.0,157860.3,600140.9,MIRAMAR,2U4GBNA0Yml0XDizIVK4IxDWB75tIG-FBMzmyEP_fBUj1UAIBJN9VCG7X49NaJ0W,1048,Baotrumvutru,11.0,158013.0,599628.3
3704,Bluezone,,,,,MIRAMAR,2U4GBNA0Yml0XDizIVK4IxDWB75tIG-FBMzmyEP_fBUj1UAIBJN9VCG7X49NaJ0W,1067,Thunder_Bird,11.0,158527.5,599625.1
3705,Bluezone,,,,,MIRAMAR,2U4GBNA0Yml0XDizIVK4IxDWB75tIG-FBMzmyEP_fBUj1UAIBJN9VCG7X49NaJ0W,1090,JIPUGU,22.0,0.0,0.0
3706,Down and Out,HotNoods,2.0,289491.9,574401.2,MIRAMAR,2U4GBNA0Yml0XDizIVK4IxDWB75tIG-FBMzmyEP_fBUj1UAIBJN9VCG7X49NaJ0W,1394,NNNNcccc,6.0,287212.0,576634.3
3707,Win94,Pxljunky,15.0,428954.9,187830.3,MIRAMAR,2U4GBNA0Yml0XDizIVK4IxDWB75tIG-FBMzmyEP_fBUj1UAIBJN9VCG7X49NaJ0W,141,TyrantyL,22.0,427566.9,186862.5
3708,Down and Out,MikeyBmtl,1.0,183140.4,293249.6,MIRAMAR,2U4GBNA0Yml0XDizIVK4IxDWB75tIG-FBMzmyEP_fBUj1UAIBJN9VCG7X49NaJ0W,379,callmedaddy00,,183335.0,292754.0
3709,Win94,FeverishAc3,22.0,364613.3,266823.0,MIRAMAR,2U4GBNA0Yml0XDizIVK4IxDWB75tIG-FBMzmyEP_fBUj1UAIBJN9VCG7X49NaJ0W,200,asdgasgweg,24.0,366122.2,266365.1
3710,Down and Out,HotNoods,2.0,381001.2,440619.5,MIRAMAR,2U4GBNA0Yml0XDizIVK4IxDWB75tIG-FBMzmyEP_fBUj1UAIBJN9VCG7X49NaJ0W,765,lIZE896,14.0,383204.5,443374.5
3711,M416,HotNoods,2.0,285054.5,574990.4,MIRAMAR,2U4GBNA0Yml0XDizIVK4IxDWB75tIG-FBMzmyEP_fBUj1UAIBJN9VCG7X49NaJ0W,1394,marlboro0920,6.0,283571.3,575663.3
3712,Grenade,kuangqingyi,16.0,364645.5,284686.8,MIRAMAR,2U4GBNA0Yml0XDizIVK4IxDWB75tIG-FBMzmyEP_fBUj1UAIBJN9VCG7X49NaJ0W,687,kuangqingyi,16.0,364645.5,284686.8
3713,Punch,SeregaSwag,1.0,512230.3,358734.9,MIRAMAR,2U4GBNA0Yml0XDizIVK4IxDWB75tIG-FBMzmyEP_fBUj1UAIBJN9VCG7X49NaJ0W,493,sky-hy,3.0,512159.3,358672.8
3714,M16A4,WrecklessJew,13.0,264795.7,121371.1,MIRAMAR,2U4GBNA0Yml0XDizIVK4IxDWB75tIG-FBMzmyEP_fBUj1UAIBJN9VCG7X49NaJ0W,402,htthj,17.0,264625.7,120914.4
3715,S686,Gigglinsimba,16.0,375105.5,293026.4,MIRAMAR,2U4GBNA0Yml0XDizIVK4IxDWB75tIG-FBMzmyEP_fBUj1UAIBJN9VCG7X49NaJ0W,247,chen_544,16.0,375104.8,293171.2
3716,SCAR-L,HuYinXia,6.0,284064.7,575087.0,MIRAMAR,2U4GBNA0Yml0XDizIVK4IxDWB75tIG-FBMzmyEP_fBUj1UAIBJN9VCG7X49NaJ0W,1349,jzh990206,2.0,285524.0,574667.0
3717,Tommy Gun,jzh990206,2.0,326633.6,351697.9,MIRAMAR,2U4GBNA0Yml0XDizIVK4IxDWB75tIG-FBMzmyEP_fBUj1UAIBJN9VCG7X49NaJ0W,140,Zhang-iyy,25.0,326563.3,351834.3
3718,Tommy Gun,callmedaddy00,1.0,183096.8,299811.6,MIRAMAR,2U4GBNA0Yml0XDizIVK4IxDWB75tIG-FBMzmyEP_fBUj1UAIBJN9VCG7X49NaJ0W,313,hwainy,20.0,183475.2,299476.2
3719,Micro UZI,jzh990206,2.0,327809.7,350457.7,MIRAMAR,2U4GBNA0Yml0XDizIVK4IxDWB75tIG-FBMzmyEP_fBUj1UAIBJN9VCG7X49NaJ0W,117,JieLeee,25.0,327733.7,350342.2
3720,S686,FeverishAc3,22.0,365247.5,266741.0,MIRAMAR,2U4GBNA0Yml0XDizIVK4IxDWB75tIG-FBMzmyEP_fBUj1UAIBJN9VCG7X49NaJ0W,205,5_TaDelaoDie,24.0,364986.3,266457.3
3721,SKS,Raziel2356,16.0,374958.9,293157.2,MIRAMAR,2U4GBNA0Yml0XDizIVK4IxDWB75tIG-FBMzmyEP_fBUj1UAIBJN9VCG7X49NaJ0W,257,Katherine-P,16.0,375020.0,293086.8
3722,M16A4,DreXII,13.0,263544.9,130865.7,MIRAMAR,2U4GBNA0Yml0XDizIVK4IxDWB75tIG-FBMzmyEP_fBUj1UAIBJN9VCG7X49NaJ0W,223,smilaboy,17.0,265667.4,129434.6
3723,Falling,,,,,MIRAMAR,2U4GBNA0Yml0XDizIVK4IxDWB75tIG-FBMzmyEP_fBUj1UAIBJN9VCG7X49NaJ0W,787,WrecklessJew,13.0,126191.6,231158.3
3724,Down and Out,,,,,MIRAMAR,2U4GBNA0Yml0XDizIVK4IxDWB75tIG-FBMzmyEP_fBUj1UAIBJN9VCG7X49NaJ0W,919,ZZY_Moonshin,9.0,0.0,0.0
3725,Down and Out,HotNoods,2.0,289352.9,575929.8,MIRAMAR,2U4GBNA0Yml0XDizIVK4IxDWB75tIG-FBMzmyEP_fBUj1UAIBJN9VCG7X49NaJ0W,1394,HuYinXia,6.0,283620.1,575736.4
3726,death.WeapSawnoff_C,GamerT25,21.0,317971.6,341564.0,MIRAMAR,2U4GBNA0Yml0XDizIVK4IxDWB75tIG-FBMzmyEP_fBUj1UAIBJN9VCG7X49NaJ0W,91,1220lover0928,25.0,0.0,0.0
3727,AKM,HotNoods,2.0,383160.5,443277.6,MIRAMAR,2U4GBNA0Yml0XDizIVK4IxDWB75tIG-FBMzmyEP_fBUj1UAIBJN9VCG7X49NaJ0W,765,weilaoban666,14.0,383762.8,443360.6
3728,Down and Out,HotNoods,2.0,285035.8,574880.8,MIRAMAR,2U4GBNA0Yml0XDizIVK4IxDWB75tIG-FBMzmyEP_fBUj1UAIBJN9VCG7X49NaJ0W,1394,qqwwlirongfa666,6.0,284171.0,575183.8
3729,Tommy Gun,JieLeee,25.0,327746.6,354671.2,MIRAMAR,2U4GBNA0Yml0XDizIVK4IxDWB75tIG-FBMzmyEP_fBUj1UAIBJN9VCG7X49NaJ0W,98,B8bb60,27.0,329643.3,356153.9
3730,M16A4,WrecklessJew,13.0,263809.4,121519.9,MIRAMAR,2U4GBNA0Yml0XDizIVK4IxDWB75tIG-FBMzmyEP_fBUj1UAIBJN9VCG7X49NaJ0W,388,V-777-777,17.0,263121.6,121542.0
3731,M416,HotNoods,2.0,299373.0,592275.1,MIRAMAR,2U4GBNA0Yml0XDizIVK4IxDWB75tIG-FBMzmyEP_fBUj1UAIBJN9VCG7X49NaJ0W,1783,cao186,3.0,298509.5,594929.0
3732,Down and Out,HotNoods,2.0,294591.8,587201.9,MIRAMAR,2U4GBNA0Yml0XDizIVK4IxDWB75tIG-FBMzmyEP_fBUj1UAIBJN9VCG7X49NaJ0W,1783,kuang510859,3.0,300166.3,600814.1
3733,Down and Out,RandoPandoWando,10.0,313718.3,519195.4,MIRAMAR,2U4GBNA0Yml0XDizIVK4IxDWB75tIG-FBMzmyEP_fBUj1UAIBJN9VCG7X49NaJ0W,1076,HuYa-Jun-Hao,9.0,311253.1,518527.9
3734,S686,HiphopManE,17.0,423275.9,324552.9,ERANGEL,2U4GBNA0Ymmqi6D7r12UG8ati2jqy4CV05j9y-WqN6DaTb3ViX7zAkhxTGYUWzF3,157,Vamunckin,47.0,423255.2,325070.2
3735,M416,Telieke731,13.0,534373.6,306243.6,ERANGEL,2U4GBNA0Ymmqi6D7r12UG8ati2jqy4CV05j9y-WqN6DaTb3ViX7zAkhxTGYUWzF3,846,bondie88,20.0,530259.4,285550.5
3736,S1897,SF-JIANLAO,49.0,423332.5,324267.9,ERANGEL,2U4GBNA0Ymmqi6D7r12UG8ati2jqy4CV05j9y-WqN6DaTb3ViX7zAkhxTGYUWzF3,113,PenJuggler,47.0,423664.1,324411.1
3737,M416,yingjunshuaiqi,5.0,177773.3,513319.9,ERANGEL,2U4GBNA0Ymmqi6D7r12UG8ati2jqy4CV05j9y-WqN6DaTb3ViX7zAkhxTGYUWzF3,259,A22-Cal,44.0,185948.8,520954.9
3738,Punch,YSS0113,34.0,435955.9,338184.6,ERANGEL,2U4GBNA0Ymmqi6D7r12UG8ati2jqy4CV05j9y-WqN6DaTb3ViX7zAkhxTGYUWzF3,90,ComeHereBaby-,48.0,435887.8,338116.8
3739,M24,Pineaqple,1.0,274504.3,262192.2,ERANGEL,2U4GBNA0Ymmqi6D7r12UG8ati2jqy4CV05j9y-WqN6DaTb3ViX7zAkhxTGYUWzF3,1401,a861886835,16.0,266345.7,271072.3
3740,Down and Out,Telieke731,13.0,308169.8,277778.0,ERANGEL,2U4GBNA0Ymmqi6D7r12UG8ati2jqy4CV05j9y-WqN6DaTb3ViX7zAkhxTGYUWzF3,1250,Redskela,21.0,308405.6,276137.4
3741,Kar98k,MARK_XIAOMAGE,14.0,492346.5,236085.4,ERANGEL,2U4GBNA0Ymmqi6D7r12UG8ati2jqy4CV05j9y-WqN6DaTb3ViX7zAkhxTGYUWzF3,1282,Kingoric,20.0,480729.4,239715.3
3742,Down and Out,HiphopManE,17.0,425254.0,326885.9,ERANGEL,2U4GBNA0Ymmqi6D7r12UG8ati2jqy4CV05j9y-WqN6DaTb3ViX7zAkhxTGYUWzF3,126,SF-GAY,49.0,423012.9,325537.1
3743,M416,fengzhenghua666,12.0,385013.1,119659.9,ERANGEL,2U4GBNA0Ymmqi6D7r12UG8ati2jqy4CV05j9y-WqN6DaTb3ViX7zAkhxTGYUWzF3,808,Lemonnerry,23.0,385006.3,119800.3
3744,Down and Out,fengzhenghua666,12.0,388093.1,118892.1,ERANGEL,2U4GBNA0Ymmqi6D7r12UG8ati2jqy4CV05j9y-WqN6DaTb3ViX7zAkhxTGYUWzF3,1031,enigma_5,27.0,388248.9,119036.2
3745,M416,yingjunshuaiqi,5.0,330597.5,266736.1,ERANGEL,2U4GBNA0Ymmqi6D7r12UG8ati2jqy4CV05j9y-WqN6DaTb3ViX7zAkhxTGYUWzF3,1591,xxxrhao,10.0,338042.3,268270.0
3746,Down and Out,tiannima99,2.0,322772.9,235228.9,ERANGEL,2U4GBNA0Ymmqi6D7r12UG8ati2jqy4CV05j9y-WqN6DaTb3ViX7zAkhxTGYUWzF3,1766,Miyazono__Kaori,4.0,331006.0,232175.0
3747,AKM,TyBB0204,4.0,363752.3,228740.4,ERANGEL,2U4GBNA0Ymmqi6D7r12UG8ati2jqy4CV05j9y-WqN6DaTb3ViX7zAkhxTGYUWzF3,1213,HengWozuishuai,23.0,368527.3,221043.3
3748,S1897,Chow__ZZ,28.0,302511.1,508099.2,ERANGEL,2U4GBNA0Ymmqi6D7r12UG8ati2jqy4CV05j9y-WqN6DaTb3ViX7zAkhxTGYUWzF3,255,Dymar,42.0,302759.5,501180.8
3749,Bluezone,,,,,ERANGEL,2U4GBNA0Ymmqi6D7r12UG8ati2jqy4CV05j9y-WqN6DaTb3ViX7zAkhxTGYUWzF3,1499,MARK_XIAOMAGE,14.0,382769.0,244627.1
3750,Down and Out,YangBaBa9084,2.0,243558.8,571450.7,ERANGEL,2U4GBNA0Ymmqi6D7r12UG8ati2jqy4CV05j9y-WqN6DaTb3ViX7zAkhxTGYUWzF3,237,GTE1999,49.0,243590.3,571377.2
3751,M416,piyanyang121,18.0,575912.4,127247.8,ERANGEL,2U4GBNA0Ymmqi6D7r12UG8ati2jqy4CV05j9y-WqN6DaTb3ViX7zAkhxTGYUWzF3,414,topaaaa1,37.0,576133.3,126677.4
3752,Punch,Pineaqple,1.0,432028.5,639993.1,ERANGEL,2U4GBNA0Ymmqi6D7r12UG8ati2jqy4CV05j9y-WqN6DaTb3ViX7zAkhxTGYUWzF3,272,xionghao,26.0,434391.4,640172.4
3753,S1897,topaaaa1,37.0,558956.1,130989.6,ERANGEL,2U4GBNA0Ymmqi6D7r12UG8ati2jqy4CV05j9y-WqN6DaTb3ViX7zAkhxTGYUWzF3,179,AGO-V,18.0,556665.2,131435.4
3754,M16A4,Rsxz12654,15.0,385281.1,288230.3,ERANGEL,2U4GBNA0Ymmqi6D7r12UG8ati2jqy4CV05j9y-WqN6DaTb3ViX7zAkhxTGYUWzF3,1388,vvtff,17.0,378834.4,298023.6
3755,Down and Out,xiaohonglaichiji,5.0,154247.8,536593.8,ERANGEL,2U4GBNA0Ymmqi6D7r12UG8ati2jqy4CV05j9y-WqN6DaTb3ViX7zAkhxTGYUWzF3,259,GreenfireWT,44.0,158245.7,536236.1
3756,Bluezone,,,,,ERANGEL,2U4GBNA0Ymmqi6D7r12UG8ati2jqy4CV05j9y-WqN6DaTb3ViX7zAkhxTGYUWzF3,825,wanghuizhao,41.0,0.0,0.0
3757,S1897,18yan18,38.0,566128.2,249817.5,ERANGEL,2U4GBNA0Ymmqi6D7r12UG8ati2jqy4CV05j9y-WqN6DaTb3ViX7zAkhxTGYUWzF3,398,fool007,14.0,566270.9,250599.6
3758,Down and Out,BaFan-Dalaoshi,15.0,383621.8,288930.2,ERANGEL,2U4GBNA0Ymmqi6D7r12UG8ati2jqy4CV05j9y-WqN6DaTb3ViX7zAkhxTGYUWzF3,1388,HiphopManE,17.0,378715.6,297960.3
3759,M416,fengzhenghua666,12.0,391951.2,235958.9,ERANGEL,2U4GBNA0Ymmqi6D7r12UG8ati2jqy4CV05j9y-WqN6DaTb3ViX7zAkhxTGYUWzF3,1294,YiDuoXiao,19.0,392121.4,235458.9
